type,id,title,publishedTime,duration,thumbnails,descriptionSnippet,link,shelfTitle,viewCount.text,viewCount.short,channel.name,channel.id,channel.thumbnails,channel.link,accessibility.title,accessibility.duration
video,UeYXL2nZx9c,Chasing Down the FAIL! 😂  | Funny Security Cam Fails | AFV 2020,6 months ago,8:22,"[{'url': 'https://i.ytimg.com/vi/UeYXL2nZx9c/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBey7hjE8u_XnXrOkKeMIxFduQYtQ', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/UeYXL2nZx9c/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBB_vUJepA8Z9KtAZnvKQfMojjM-A', 'width': 720, 'height': 404}]",[{'text': 'Tickle your funny bone by watching these #funnyfails and trying not to laugh LOL. Americas Funniest Videos has the most epic\xa0...'}],https://www.youtube.com/watch?v=UeYXL2nZx9c,,"321,170",321K,America's Funniest Home Videos,UC_zEzzq54Rm0iy7lmmZbCIg,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwngCvCe5lUtdRDT56YsDrihUAr7jCD9VjFHIll3oug=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UC_zEzzq54Rm0iy7lmmZbCIg,"Chasing Down the FAIL! 😂  | Funny Security Cam Fails | AFV 2020 by America's Funniest Home Videos 6 months ago 8 minutes, 22 seconds 321,170 views","8 minutes, 22 seconds"
video,5FVqjhPY4WQ,Ezviz C8C Pan/Tilt Outdoor Smart IP Security Camera Review,1 month ago,11:44,"[{'url': 'https://i.ytimg.com/vi/5FVqjhPY4WQ/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLAM1aCVeROyHqEA1IDHSdZyw3zerg', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/5FVqjhPY4WQ/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAKHJvQ2UYEWS1uSVgqViZxlWCLHQ', 'width': 720, 'height': 404}]","[{'text': 'In this video I take a closer look at the new Ezviz c8c Pan/Tilt Smart IP '}, {'text': 'Security Camera', 'bold': True}, {'text': '. This is a really small outdoor Pan/Tilt\xa0...'}]",https://www.youtube.com/watch?v=5FVqjhPY4WQ,,"8,542",8.5K,securitybros,UCV3Ar1Mb7r1_dFmpNA19QuA,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnjPTXUmeASXbyiYHOqzQvobKYZvkc8_6gsSQFknww=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCV3Ar1Mb7r1_dFmpNA19QuA,"Ezviz C8C Pan/Tilt Outdoor Smart IP Security Camera Review by securitybros 1 month ago 11 minutes, 44 seconds 8,542 views","11 minutes, 44 seconds"
video,G8wmbrrulzk,I Stopped using My ZOSI Security Camera System !!,6 months ago,6:31,"[{'url': 'https://i.ytimg.com/vi/G8wmbrrulzk/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLA39_wqbePHGUu-L8ZH_obpk7oB1Q', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/G8wmbrrulzk/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBc4dBlVkOujpaqtNsk_ml96yPZSQ', 'width': 720, 'height': 404}]","[{'text': 'Update* The repeater feature came back after a factory reset and adding the '}, {'text': 'cameras', 'bold': True}, {'text': ' again, but the night vision issue was never\xa0...'}]",https://www.youtube.com/watch?v=G8wmbrrulzk,,"10,867",10K,Behfor,UCh_SnOW0Q6rDtQ4f1m8u93A,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwniIOwXAExr-Co1xY6w4bACHasi1WWu94w0VFFAU=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCh_SnOW0Q6rDtQ4f1m8u93A,"I Stopped using My ZOSI Security Camera System !! by Behfor 6 months ago 6 minutes, 31 seconds 10,867 views","6 minutes, 31 seconds"
video,tBhpky_3k5Y,The Best Indoor Security Cameras of 2020,1 year ago,15:14,"[{'url': 'https://i.ytimg.com/vi/tBhpky_3k5Y/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBmGE84YLB5_YKEAYQ3QfEqZIxwhg', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/tBhpky_3k5Y/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCbtFN22pJi-53wFgYQYsloCGBmBw', 'width': 720, 'height': 404}]","[{'text': 'Update: Person detection from Wyze is now only available as part of the '}, {'text': 'Cam', 'bold': True}, {'text': ' Plus service, available for $1.99 a month or $14.99\xa0...'}]",https://www.youtube.com/watch?v=tBhpky_3k5Y,,"26,113",26K,Security.org,UC6DS1pJ0Y9UsjS5jz3cvU1g,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnjNVR8efOj-flXRCenvKiCDEwi2SOvxbZ0F9QLo=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UC6DS1pJ0Y9UsjS5jz3cvU1g,"The Best Indoor Security Cameras of 2020 by Security.org 1 year ago 15 minutes 26,113 views","15 minutes, 14 seconds"
video,-C2fr1GhD-g,Hilarious Moments Caught On Security Camera,1 month ago,9:53,"[{'url': 'https://i.ytimg.com/vi/-C2fr1GhD-g/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBk740MHLXN1LRBLBH5ECmGYWQVgw', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/-C2fr1GhD-g/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAblm1Up7KP7CUSDiW5Jp4rIteR6w', 'width': 720, 'height': 404}]","[{'text': 'What do you want us to react to? Use this form - https://forms.gle/4DV7DrNGuHJXEaZ3A Hilarious Moments Caught On '}, {'text': 'Security', 'bold': True}, {'text': '\xa0...'}]",https://www.youtube.com/watch?v=-C2fr1GhD-g,,"1,559,039",1.5M,SidemenReacts,UCjRkTl_HP4zOh3UFaThgRZw,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwninLx6_ZEJLBDLKYaB-9KMKLb5aQOoFUC_cx-Kz=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCjRkTl_HP4zOh3UFaThgRZw,"Hilarious Moments Caught On Security Camera by SidemenReacts 1 month ago 9 minutes, 53 seconds 1,559,039 views","9 minutes, 53 seconds"
video,Rgy4c2vG5gc,Top 10 Best Wireless Outdoor Security Cameras,10 months ago,14:53,"[{'url': 'https://i.ytimg.com/vi/Rgy4c2vG5gc/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBOkI6CRZLyQEDtsM8TrGKDcJujLg', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/Rgy4c2vG5gc/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCjOXeV2BqQ7VmTAFIOfw5YjAB-Pg', 'width': 720, 'height': 404}]","[{'text': 'Top 10 Best Wireless Outdoor Home '}, {'text': 'Security Cameras', 'bold': True}, {'text': ' that can enhance your home security so that you can have peace of mind.'}]",https://www.youtube.com/watch?v=Rgy4c2vG5gc,,"25,769",25K,Top 10 Zone,UCIuzVTzlua6NMMzDzmYCsZQ,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwniSAf_onAkHKZxGPFZ0gPm6wh8QGmxxpS0K0mBMCA=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCIuzVTzlua6NMMzDzmYCsZQ,"Top 10 Best Wireless Outdoor Security Cameras by Top 10 Zone 10 months ago 14 minutes, 53 seconds 25,769 views","14 minutes, 53 seconds"
video,oXfejGYmTNE,"International hackers expose footage from 150,000 security cameras managed by Verkada",1 week ago,8:09,"[{'url': 'https://i.ytimg.com/vi/oXfejGYmTNE/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBrrp-9nzU1FQ8a9BmlF-d9EVChmw', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/oXfejGYmTNE/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLD8FzSj-MTXgpYsCFNCds_K09uMuQ', 'width': 720, 'height': 404}]","[{'text': 'Hackers have infiltrated thousands of internet-connected '}, {'text': 'security cameras', 'bold': True}, {'text': ' that were being used inside schools, hospitals and\xa0...'}]",https://www.youtube.com/watch?v=oXfejGYmTNE,,"390,776",390K,CBS News,UC8p1vwvWtl6T73JiExfWs1g,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwniZR3qPadqRAE1huwYMXX-NuEvmYy1mOuHBBleO=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UC8p1vwvWtl6T73JiExfWs1g,"International hackers expose footage from 150,000 security cameras managed by Verkada by CBS News 1 week ago 8 minutes, 9 seconds 390,776 views","8 minutes, 9 seconds"
video,EwP7p2Z7hOA,Wyze Cam v3: Unbelievable Night Vision for $20,4 months ago,7:39,"[{'url': 'https://i.ytimg.com/vi/EwP7p2Z7hOA/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDp4tuc1u3qTolZ571LBu3unM9V8w', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/EwP7p2Z7hOA/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCgNkvNQ4zTNWf-PwgcpFtY9TQkVw', 'width': 720, 'height': 404}]","[{'text': 'Surprise! Wyze has secretly been working on the Wyze '}, {'text': 'Cam', 'bold': True}, {'text': "" v3, and it's impressive how well it works. I'll show you how bright the\xa0...""}]",https://www.youtube.com/watch?v=EwP7p2Z7hOA,,"307,536",307K,Smart Home Solver,UCwOBG77Tm8cE24FPxHb_abw,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnjT0K__4doPpDJsl28kx1v7tyez_B4ajnU_M1EbaQ=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCwOBG77Tm8cE24FPxHb_abw,"Wyze Cam v3: Unbelievable Night Vision for $20 by Smart Home Solver 4 months ago 7 minutes, 39 seconds 307,536 views","7 minutes, 39 seconds"
video,hKN48NUvqJw,10 WEIRD THINGS CAUGHT ON SECURITY CAMERAS & CCTV,1 year ago,4:20,"[{'url': 'https://i.ytimg.com/vi/hKN48NUvqJw/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDBRy3rLju1tJi_JUMEp4kSlFSrzQ', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/hKN48NUvqJw/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAMDX84lvh4X01oC2IkP8Gn-mG1fw', 'width': 720, 'height': 404}]","[{'text': '10 WEIRD THINGS CAUGHT ON '}, {'text': 'SECURITY CAMERAS', 'bold': True}, {'text': ' & CCTV.'}]",https://www.youtube.com/watch?v=hKN48NUvqJw,,"10,700,321",10M,Trend Wave,UCy2WOudK6eTlvcFN9ik52-A,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnjJeM2TDHCGdxUfUGMLKComSwhuMFSd7Ogj6XwB=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCy2WOudK6eTlvcFN9ik52-A,"10 WEIRD THINGS CAUGHT ON SECURITY CAMERAS & CCTV by Trend Wave 1 year ago 4 minutes, 20 seconds 10,700,321 views","4 minutes, 20 seconds"
video,TJD6gxIG2Sg,Tech Reviews: Goowls - Wireless Outdoor 360° 1080P Security Camera | With Pan/Tilt & Motion Tracking,4 months ago,17:31,"[{'url': 'https://i.ytimg.com/vi/TJD6gxIG2Sg/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCLoBXiroUjcADLD-wYdUe7zBnUqA', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/TJD6gxIG2Sg/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLA8r9yU8A0OE4vEN47xjk0Z6VbOZw', 'width': 720, 'height': 404}]",[{'text': 'Welcome To The Official CrewElite YouTube Channel! ━━━Expand To See The Full Video Description━━━ ➵ Make Sure To\xa0...'}],https://www.youtube.com/watch?v=TJD6gxIG2Sg,,"14,932",14K,CrewElite,UCaSK90L8aLNvXGDcA6y7xLg,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnijmnpxqLCzsCUs58Mz82objTs4Omi8NoF7Ac2VhQ=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCaSK90L8aLNvXGDcA6y7xLg,"Tech Reviews: Goowls - Wireless Outdoor 360° 1080P Security Camera | With Pan/Tilt & Motion Tracking by CrewElite 4 months ago 17 minutes 14,932 views","17 minutes, 31 seconds"
video,EL71iSAsBVc,Smart Outdoor WiFi Security Camera With Advanced Active Deterrence,1 year ago,0:19,"[{'url': 'https://i.ytimg.com/vi/EL71iSAsBVc/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCvUG05JtENqmOm0b2czFwkRV1_FQ', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/EL71iSAsBVc/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDU0gh3SrlyqjIazAtothyMxGrNxQ', 'width': 720, 'height': 404}]","[{'text': 'Take your security to the next level with this Smart Outdoor WiFi '}, {'text': 'Security Camera', 'bold': True}, {'text': ' from Lorex. Easy to set-up and operate using\xa0...'}]",https://www.youtube.com/watch?v=EL71iSAsBVc,,"26,910",26K,Lorex Technology Inc,UCBRQneNUSdU_bnRXuARdMFA,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnjSqKdW_m--3kkdjOz4dGL_zVyvcas6kP-pdEZrtQ=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCBRQneNUSdU_bnRXuARdMFA,"Smart Outdoor WiFi Security Camera With Advanced Active Deterrence by Lorex Technology Inc 1 year ago 19 seconds 26,910 views",19 seconds
video,c0-v2_o53Is,"realme Smart Cam 360° Unboxing |  Security Camera for just ₹2,599",5 months ago,10:16,"[{'url': 'https://i.ytimg.com/vi/c0-v2_o53Is/hqdefault.jpg?sqp=-oaymwEjCOADEI4CSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCjueqrCITc7lqq13a3IbfC46HPHg', 'width': 480, 'height': 270}]","[{'text': 'realme Smart Cam 360° Unboxing | '}, {'text': 'Security Camera', 'bold': True}, {'text': ' for just ₹2599 Connect With Me: Instagram:\xa0...'}]",https://www.youtube.com/watch?v=c0-v2_o53Is,,"35,865",35K,Akshay Aggarwal,UCXeQJcOZTBBxu8Jmjj_7c_A,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwngHsmKCG4T-ICYaHmVOU4eF6vFty6CVBuBocBDApw=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCXeQJcOZTBBxu8Jmjj_7c_A,"realme Smart Cam 360° Unboxing |  Security Camera for just ₹2,599 by Akshay Aggarwal 5 months ago 10 minutes, 16 seconds 35,865 views","10 minutes, 16 seconds"
video,tUXDto9t5h8,Shocking CCTV Hidden Security Camera Video Footage Captures The Unimaginable And It Ends In Tragedy!,1 week ago,16:37,"[{'url': 'https://i.ytimg.com/vi/tUXDto9t5h8/hqdefault.jpg?sqp=-oaymwEjCOADEI4CSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDu4CRlT9D0pH_CXfcSzCrZgsKhhA', 'width': 480, 'height': 270}]","[{'text': ""Mailing Address: Kevin & Dearly Lake P.O. Box 2483 Charlottesville, VA 22902 Check out my wife Dearly's channel @Life with\xa0...""}]",https://www.youtube.com/watch?v=tUXDto9t5h8,,"105,913",105K,Homesteading Off The Grid,UCH6-DQu8LcAqOcVJpX-jZ8w,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnimY8KcYWrAYH8tPaAb1Ba_2MdDdlAezvj7poeS=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCH6-DQu8LcAqOcVJpX-jZ8w,"Shocking CCTV Hidden Security Camera Video Footage Captures The Unimaginable And It Ends In Tragedy! by Homesteading Off The Grid 1 week ago 16 minutes 105,913 views","16 minutes, 37 seconds"
video,CD0QS6xd2D0,"Security Camera Resolution Comparison: 720p, 1080p, 5MP, 4K, and 180 & 360 Panoramic 12MP",3 years ago,12:56,"[{'url': 'https://i.ytimg.com/vi/CD0QS6xd2D0/hqdefault.jpg?sqp=-oaymwEjCOADEI4CSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLC_PmM1KdF1FKlhARnSzQ6M5xoMwA', 'width': 480, 'height': 270}]","[{'text': 'Learn more about '}, {'text': 'security camera', 'bold': True}, {'text': "" image resolution and why it's not just about pixel count here:\xa0...""}]",https://www.youtube.com/watch?v=CD0QS6xd2D0,,"783,711",783K,SecurityAnswers - MidChes - Chesapeake and Midlantic Marketing,UCrbUcGuJ3ghfhmlis31y1oA,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnh10lRRwUgDIIClTtLC1ri_EO7IGdAa306O4b9M=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCrbUcGuJ3ghfhmlis31y1oA,"Security Camera Resolution Comparison: 720p, 1080p, 5MP, 4K, and 180 & 360 Panoramic 12MP by SecurityAnswers - MidChes - Chesapeake and Midlantic Marketing 3 years ago 12 minutes, 56 seconds 783,711 views","12 minutes, 56 seconds"
video,OcyuQzxeLYw,New U.S. Capitol Security Camera Footage Sets Up an IRREFUTABLE Case Against Trump!,1 month ago,22:36,"[{'url': 'https://i.ytimg.com/vi/OcyuQzxeLYw/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCi-1wAU1n_D4AIl_4juqe6Zt24yQ', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/OcyuQzxeLYw/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLC-PmRg-m4zvw5CGrtqWVmL7yOfOA', 'width': 720, 'height': 404}]","[{'text': 'Jesse talks about some of the shocking never before seen '}, {'text': 'security camera', 'bold': True}, {'text': ' footage from the U.S. Capitol on January 6th.'}]",https://www.youtube.com/watch?v=OcyuQzxeLYw,,"272,888",272K,Jesse Dollemore,UCUSySH2YjIwsDu2Hx6DWwTA,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwngNkPrhegydfLVtO4t3iL3bmqx_Iv_hLOn4yVR-Xw=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCUSySH2YjIwsDu2Hx6DWwTA,"New U.S. Capitol Security Camera Footage Sets Up an IRREFUTABLE Case Against Trump! by Jesse Dollemore 1 month ago 22 minutes 272,888 views","22 minutes, 36 seconds"
video,rhIzfRmKHnQ,Raspberry Pi Zero W Surveillance Camera,9 months ago,17:53,"[{'url': 'https://i.ytimg.com/vi/rhIzfRmKHnQ/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCNz8u0iJhXgmF5WFV-j2fY2xDttg', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/rhIzfRmKHnQ/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCB3UApEd1U560mnbS_prYhGYQmrg', 'width': 720, 'height': 404}]","[{'text': 'Wireless '}, {'text': 'surveillance camera', 'bold': True}, {'text': ' created using motionEyeOS, a Raspberry Pi Zero W, and a Zero Cam camera – all powered via a\xa0...'}]",https://www.youtube.com/watch?v=rhIzfRmKHnQ,,"353,870",353K,ExplainingComputers,UCbiGcwDWZjz05njNPrJU7jA,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnikjbf5L_TIJ0QyCv2zRdtxUlkGE7Gv5HUcSjFJ6w=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCbiGcwDWZjz05njNPrJU7jA,"Raspberry Pi Zero W Surveillance Camera by ExplainingComputers 9 months ago 17 minutes 353,870 views","17 minutes, 53 seconds"
video,9tvOMXxqkh8,Yi Outdoor Wi-Fi Security Camera,3 years ago,3:10,"[{'url': 'https://i.ytimg.com/vi/9tvOMXxqkh8/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBEX-xitdJ_QX61oixrldHTThjErA', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/9tvOMXxqkh8/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDcGlBaavQQwwixOxJJ-vVTrL15DQ', 'width': 720, 'height': 404}]","[{'text': 'The new Yi '}, {'text': 'camera', 'bold': True}, {'text': ' has a 110 degrees wide angle lens, records 1080P HD footage and has infrared lights to capture footage in\xa0...'}]",https://www.youtube.com/watch?v=9tvOMXxqkh8,,"75,664",75K,xiaomify,UCkTuQn6fQ_cmnWoXfjQ6thw,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwniHUwZxZRHlM12V8HcW_ehoQmdYfiaLZSFl-rPT=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCkTuQn6fQ_cmnWoXfjQ6thw,"Yi Outdoor Wi-Fi Security Camera by xiaomify 3 years ago 3 minutes, 10 seconds 75,664 views","3 minutes, 10 seconds"
video,S3IWl5ocTHA,Arlo Ultra 4K Review - One Year Later - Is this home security camera worth $600?,1 year ago,13:53,"[{'url': 'https://i.ytimg.com/vi/S3IWl5ocTHA/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCkOX0Ddrf-IF6pTZyT4MRyW-AcqA', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/S3IWl5ocTHA/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBVbUvpFIaChMFyDllSd_zA5AtT8Q', 'width': 720, 'height': 404}]","[{'text': 'The initial release of the Arlo Ultra was, to put it mildly, kind of a disaster. It was a rough enough start that Arlo had to pull the Ultra\xa0...'}]",https://www.youtube.com/watch?v=S3IWl5ocTHA,,"117,932",117K,Reviews.org,UCto7KBa8QxsYLQLnPnKTd0w,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwniHuV_EcQdNf8seLJBB1xG8TW02bCqVLNiw-Gg5=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCto7KBa8QxsYLQLnPnKTd0w,"Arlo Ultra 4K Review - One Year Later - Is this home security camera worth $600? by Reviews.org 1 year ago 13 minutes, 53 seconds 117,932 views","13 minutes, 53 seconds"
video,#NAME?,Review: Ring Spotlight Cam security camera and Solar Panel,9 months ago,7:01,"[{'url': 'https://i.ytimg.com/vi/-UQX454ZwZM/hqdefault.jpg?sqp=-oaymwEjCOADEI4CSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCjG9ey8QuDBK0gnGniQSflV7g9zQ', 'width': 480, 'height': 270}]","[{'text': ""I've had a Ring ""}, {'text': 'camera', 'bold': True}, {'text': ' installed in my backyard for years. The '}, {'text': 'camera', 'bold': True}, {'text': ' and solar panel have been out there for years and are\xa0...'}]",https://www.youtube.com/watch?v=-UQX454ZwZM,,"72,094",72K,Erin Lawrence,UCDGqNf14HSF9v8e-Qmp7VXA,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnhaVYgQB8mKCmlImdbXfyl6XPFwes5uWljmeO4rvQ=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCDGqNf14HSF9v8e-Qmp7VXA,"Review: Ring Spotlight Cam security camera and Solar Panel by Erin Lawrence 9 months ago 7 minutes, 1 second 72,094 views","7 minutes, 1 second"
video,sEegcFUNiB4,5 Common Mistakes When Installing Video Security System,7 months ago,5:07,"[{'url': 'https://i.ytimg.com/vi/sEegcFUNiB4/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLAczJNCCj_lfN0jIAQ63EdOJ2KReA', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/sEegcFUNiB4/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAJ1Iyl5qcL6dyKXzwRWRc1uuvqlA', 'width': 720, 'height': 404}]","[{'text': 'A variety of problems can occur when installing a video '}, {'text': 'security', 'bold': True}, {'text': ' system. Check this video and see what are the 5 most common\xa0...'}]",https://www.youtube.com/watch?v=sEegcFUNiB4,,"473,544",473K,Hikvision Corporate Channel,UCAt5uHvm5r71kxgm3SYyoPw,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwngSOkYoQpkp09XigwLAq3keS7vw7ksrRnxM7BATFw=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCAt5uHvm5r71kxgm3SYyoPw,"5 Common Mistakes When Installing Video Security System by Hikvision Corporate Channel 7 months ago 5 minutes, 7 seconds 473,544 views","5 minutes, 7 seconds"
